"plotLon","plotLat","temp","prec","therm","deficit","moisture","soil","elev"
"100206536010478_ereg_M221",-79.7356,37.6849,8.105,1102.807,536.779,2120.781,-0.84,"AlfInc",653.524475097656
"100206660010478_ereg_M221",-79.6996,37.7533,6.8,1038.307,779.824,1711.78,-0.253,"AlfInc",600.954162597656
"100206870010478_ereg_M221",-79.9688,37.5343,7.145,1079.177,499.869,2026.725,-1,"AlfInc",738.514465332031
"100207043010478_ereg_231",-77.9723,36.7403,10.552,1131.031,708.615,2318.441,0.085,"UltKan",76.8708801269531
"100207293010661_ereg_212",-83.9501,44.524,-7.473,773.047,372.189,1782.257,0.133,"EntVert",376.201477050781
"100208520010478_ereg_M221",-81.8621,37.2639,8.8,1102.885,1574.536,963.689,0,"AlfInc",694.288269042969
"100208525010661_ereg_222",-86.0362,42.9662,-1.188,881.714,726.033,1710.758,-1,"SpodHist",190.444244384766
"100208576010478_ereg_M221",-81.9091,37.2399,8.835,1094.753,1603.764,1019.802,0.035,"Others",579.792724609375
"100208768010478_ereg_M221",-81.944,37.4252,7.987,1123.315,740.533,1985.54,0.137,"AlfInc",530.456359863281
"100208821010478_ereg_231",-78.7163,37.4853,8.883,1129.205,638.942,2217.187,0.394,"UltKan",278.982177734375
"100209051010661_ereg_212",-84.1978,45.4505,-4.395,774.393,562.946,1200.69,-0.108,"SpodHist",197.864135742188
"100209177010661_ereg_212",-83.9396,45.3798,-5.418,775.84,554.486,1557.737,0.688,"SpodHist",263.969207763672
"100209237010478_ereg_231",-78.5798,37.3923,10.22,1087.102,701.289,2299.332,-0.21,"UltKan",178.691192626953
"100209929010478_ereg_231",-78.7779,37.6188,12.082,1124.566,964.991,2161.131,-0.005,"Others",181.478500366211
"100210010010478_ereg_231",-78.5927,37.7008,9.287,1124.423,662.813,2307.786,-0.339,"Others",171.391967773438
"100210076010661_ereg_212",-83.4268,45.2349,1.955,746.168,497.691,1188.84,0.425,"AlfInc",189.979141235352
"100210088010478_ereg_231",-79.227,37.2905,11.665,1064.136,942.179,2152.72,0.002,"Others",254.879409790039
"100210404010478_ereg_231",-79.0692,37.334,11.973,1090.198,942.34,2125.991,0,"Others",279.927764892578
"100210868010661_ereg_212",-84.6254,44.1961,-5.803,779.902,361.747,1814.078,-0.078,"SpodHist",387.324584960938
"100210951010661_ereg_212",-84.8108,44.2155,-4.457,773.253,233.614,1896.868,0.236,"EntVert",335.471008300781
"100211035010661_ereg_212",-84.8476,44.4481,-4.98,797.274,351.125,1693.634,0.808,"SpodHist",351.879852294922
"100211195010661_ereg_212",-84.4328,44.2104,-5.58,780.664,354.171,1816.687,-0.702,"SpodHist",311.181091308594
"100211288010661_ereg_212",-84.6634,44.4538,-6.207,770.47,378.881,1427.698,0.003,"EntVert",354.541381835938
"100211717010478_ereg_232",-77.2994,38.1883,9.887,1090.635,1245.242,1539.281,-0.027,"Others",62.8482398986816
"100211786010478_ereg_232",-77.3858,38.0972,9.977,1100.23,883.948,1982.429,-0.272,"Others",50.5955390930176
"100211797010661_ereg_222",-82.7649,43.0368,-4.373,781.146,114.787,2318.019,0.065,"Mol",236.182952880859
"100211879010661_ereg_222",-82.5976,43.0365,-4.082,802.543,116.743,2208.732,-0.465,"Others",211.560653686523
"100211919010478_ereg_231",-77.4638,37.9443,10.863,1109.92,945.611,2076.428,0,"Others",66.244743347168
"100212005010661_ereg_222",-82.6192,42.96,-3.762,802.071,115.84,2265.768,0.494,"AlfInc",201.56184387207
"100212084010478_ereg_M221",-80.7662,36.8567,8.242,1037.594,1136.449,1418.206,0.966,"AlfInc",704.226867675781
"100212435010478_ereg_M221",-80.8144,36.7843,7.9,1132.063,770.978,1894.992,1,"UltKan",786.692199707031
"100212833010661_ereg_212",-89.4404,46.4367,-4.977,839.392,558.657,1145.963,0,"SpodHist",433.436126708984
"100213174010661_ereg_212",-89.9228,46.5589,-8.115,887.74,546.709,1123.222,0,"SpodHist",396.152893066406
"100213264010478_ereg_231",-78.476,36.9957,11.265,1074.103,945.66,2088.637,0.541,"UltKan",180.722106933594
"100213333010661_ereg_212",-89.9761,46.4189,-7.095,890.592,138.793,1794.851,0.061,"SpodHist",483.1787109375
"100213721010478_ereg_231",-78.7397,37.0841,12.11,1091.962,954.799,2113.526,0.515,"UltKan",132.260116577148
"100213788010478_ereg_231",-77.7732,37.4113,11.32,1110.711,920.731,1998.935,0.226,"Others",81.5662002563477
"100213883010661_ereg_212",-89.1894,46.202,-8.405,806.123,205.743,1660.958,0.283,"SpodHist",519.067932128906
"100214023010661_ereg_212",-89.7439,46.5849,-8.812,961.769,771.599,890.735,0,"SpodHist",447.214508056641
"100214350010661_ereg_212",-89.4435,46.3464,-5.5,805.105,300.615,1403.253,-0.056,"SpodHist",464.41845703125
"100214356010478_ereg_231",-77.4149,37.4117,12.503,1124.434,1047.115,2274.176,-0.575,"Others",39.2119636535645
"100214795010478_ereg_M221",-80.2888,37.5162,6.26,1114.56,1116.858,1224.56,-0.469,"AlfInc",1002.08642578125
"100214981010478_ereg_M221",-80.1334,37.5391,8.627,1073.122,568.354,2126.829,0.529,"AlfInc",568.528564453125
"100215070010478_ereg_M221",-80.0198,37.4962,8.79,1106.266,1140.9,1430.27,-1,"AlfInc",707.984619140625
"100215139010661_ereg_212",-89.0094,46.1558,-10.393,814.427,145.503,1729.208,-0.389,"SpodHist",522.414428710938
"100215148010478_ereg_M221",-80.1946,37.3852,8.2,1118.093,822.415,1834.383,-0.275,"AlfInc",532.12109375
"100215204010478_ereg_221",-78.0396,38.4486,10.845,1111.93,936.991,2136.068,0.307,"AlfInc",151.805236816406
"100215242010661_ereg_212",-89.3154,46.3152,-7.715,791.326,184.068,1727.7,0.504,"SpodHist",493.864501953125
"100215269010478_ereg_221",-77.9584,38.5821,10.33,1081.698,908.342,2060.699,0.433,"AlfInc",129.874450683594
"100215409010478_ereg_231",-78.4028,37.4061,10.055,1095.699,711.101,2408.89,0,"Others",116.808006286621
"100215420010661_ereg_212",-85.4033,44.7444,-3.57,801.165,708.155,1346.532,-0.021,"SpodHist",258.034729003906
"100215569010661_ereg_212",-85.4477,44.6687,-3.527,811.12,659.736,1268.47,-0.923,"SpodHist",279.04541015625
"100215666010661_ereg_212",-85.6078,44.6615,-6.23,826.453,93.296,2327.387,0,"SpodHist",214.916473388672
"100216135010478_ereg_M221",-82.3796,37.1622,7.183,1125.889,988.004,1634.572,0.017,"AlfInc",570.231872558594
"100216362010478_ereg_M221",-82.2875,37.0407,7.195,1186.852,1026.448,1557.217,0,"AlfInc",704.841430664062
"100216499010661_ereg_212",-88.3731,47.2522,-7.475,768.142,265.933,1503.187,0,"SpodHist",216.322692871094
"100216757010478_ereg_M221",-82.3227,37.2743,7.022,1132.552,975.402,1574.424,0.344,"AlfInc",586.914916992188
"100216847010661_ereg_212",-88.8237,47.0558,-3.707,828.743,199.417,1711.289,0.296,"SpodHist",268.845947265625
"100217157010661_ereg_212",-88.8273,46.996,-6.05,862.369,285.001,1365.482,0,"SpodHist",368.587463378906
"100217251010661_ereg_212",-88.6326,46.9898,-6.777,805.966,215.71,1765.413,1,"SpodHist",250.724822998047
"100217401010661_ereg_212",-88.8647,46.9198,-7.995,828.122,265.077,1776.896,-0.757,"SpodHist",362.206939697266
"100217511010661_ereg_212",-88.9137,46.8374,-7.808,830.825,481.184,1107.399,-0.133,"SpodHist",379.937194824219
"100217607010661_ereg_212",-88.7384,46.8366,-8.53,791.183,137.706,1785.769,-0.675,"Mol",296.081695556641
"100218267010661_ereg_212",-88.8062,46.7073,-5.157,764.022,535.065,1137.88,0,"AlfInc",335.079162597656
"100218274010478_ereg_221",-77.9991,38.8275,7.56,1040.751,649.366,2158.337,-0.107,"UltKan",191.653244018555
"100218359010661_ereg_212",-88.887,46.5245,-7.882,718.687,534.748,1252.735,1,"SpodHist",354.918609619141
"100218532010478_ereg_231",-77.6818,38.4251,7.79,1056.995,674.596,2121.992,0.375,"Others",58.3596076965332
"100218685010661_ereg_222",-82.9394,43.8,-4.98,807.815,438.103,2032,0.185,"AlfInc",236.742599487305
"100218793010661_ereg_222",-83.3987,43.805,-5.218,722.672,860.226,1125.574,-0.178,"Mol",178.853851318359
"100218898010478_ereg_221",-77.756,38.6631,8.268,1057.004,388.381,2657.741,-0.177,"AlfInc",148.039947509766
"100219007010478_ereg_M221",-80.5046,36.7682,9.345,1248.065,1395.86,1136.456,-0.043,"AlfInc",896.307678222656
"100219065010661_ereg_222",-82.8897,43.8076,-5.51,805.977,414.904,1956.458,0.598,"AlfInc",242.219863891602
"100219115010478_ereg_M221",-80.3859,37.0042,8.31,1024.702,1386.332,1176.014,0,"UltKan",656.1875
"100219373010478_ereg_M221",-80.3934,36.9366,7.793,1073.273,1316.071,1141.184,-0.366,"AlfInc",919.058471679688
"100219456010478_ereg_M221",-80.3818,36.8292,7.445,1310.059,1298.035,1116.504,0.215,"Others",862.333557128906
"100219641010478_ereg_M221",-80.1844,37.0698,6.942,1114.856,756.979,1616.614,-0.642,"UltKan",724.003051757812
"100219690010661_ereg_222",-85.2626,42.8426,-2.525,901.926,175.084,2381.58,-0.053,"AlfInc",253.509658813477
"100220055010478_ereg_231",-78.1781,37.84,9.008,1066.98,642.91,2276.66,0,"AlfInc",96.9599075317383
"100220216010661_ereg_212",-83.8487,44.3669,-5.367,749.599,393.371,1888.476,-0.614,"AlfInc",270.376098632812
"100220451010478_ereg_231",-79.9317,36.9123,11.372,1169.258,1250.099,1530.75,0.322,"UltKan",411.323913574219
"100220996010661_ereg_212",-88.9556,46.3641,-9.887,763.833,292.798,1412.584,0,"SpodHist",496.471801757812
"100221236010661_ereg_212",-88.3695,46.3825,-8.095,782.891,202.516,1739.933,0,"SpodHist",520.29150390625
"100221310010478_ereg_M221",-78.4006,39.2567,4.825,997.67,556.325,2117.596,0.154,"AlfInc",368.915374755859
"100221332010661_ereg_212",-88.2204,46.3845,-8.27,785.788,138.372,1805.857,-0.24,"SpodHist",519.510498046875
"100221415010661_ereg_212",-88.5998,46.3183,-8.13,755.386,210.62,1781.939,-0.189,"SpodHist",478.085815429688
"100221422010478_ereg_M221",-78.2253,39.3001,4.898,1001.367,561.403,2238.882,0.478,"AlfInc",198.783966064453
"100221538010478_ereg_M221",-80.9118,37.2357,5.605,1092.336,777.62,1515.159,-0.944,"AlfInc",905.409301757812
"100221573010661_ereg_212",-88.6386,46.2119,-7.09,769.248,305.356,1407.917,-0.731,"SpodHist",470.874237060547
"100221620010478_ereg_M221",-80.8624,37.337,5.868,1126.067,802.282,1559.969,-1,"AlfInc",892.08251953125
"100221710010661_ereg_212",-88.4844,46.1646,-7.677,753.428,215.748,1833.122,0.043,"SpodHist",424.385101318359
"100221846010478_ereg_M221",-80.541,37.3144,7.558,1068.637,842.117,1770.982,0.218,"Others",669.210815429688
"100221948010478_ereg_M221",-80.6291,37.4172,7.78,1057.988,1308.09,1045.591,0,"Others",809.050354003906
"100221974010661_ereg_212",-88.6604,46.1502,-7.82,774.193,158.225,1847.092,-0.405,"SpodHist",478.892272949219
"100222029010478_ereg_M221",-80.5242,37.3947,4.628,1218.6,1272.928,857.376,-1,"AlfInc",1090.55102539062
"100222034010661_ereg_212",-88.3025,46.1672,-8.38,741.204,223.384,1847.156,-0.541,"SpodHist",460.398132324219
"100222081010478_ereg_M221",-80.6806,37.3905,6.587,950.31,793.656,1528.845,0,"Others",967.278564453125
"100222376010478_ereg_232",-76.5818,37.5193,9.02,1154.475,940.601,2029.052,0.277,"Others",28.3515167236328
"100222444010661_ereg_212",-88.5123,46.0745,-8.73,753.849,248.734,1810.386,1,"SpodHist",497.082946777344
"100222694010478_ereg_231",-78.0744,37.7791,9.265,1071.795,662.206,2280.882,0.736,"UltKan",89.2491607666016
"100222731010661_ereg_212",-88.8148,46.2056,-9.335,809.54,139.228,1760.729,0,"SpodHist",484.522094726562
"100222818010478_ereg_231",-77.7875,37.6658,9.427,1098.339,674.801,2312.446,-0.679,"UltKan",97.1592559814453
"100222858010661_ereg_212",-88.6839,46.0704,-9.225,759.333,199.483,1819.878,0,"SpodHist",496.406402587891
"100223020010478_ereg_M221",-81.3374,36.7327,5.782,1331.75,1360.246,886.573,0,"Others",1128.55871582031
"100223095010661_ereg_212",-88.5383,46.3765,-7.692,751.556,220.927,1821.236,0.147,"SpodHist",465.985778808594
"100223216010478_ereg_M221",-81.3513,36.6386,7.545,1095.557,1033.021,1375.243,1,"UltKan",1007.75323486328
"100223266010478_ereg_M221",-78.5823,38.313,5.242,1256.304,835.504,1499.074,0.418,"AlfInc",500.325622558594
"100223516010661_ereg_212",-85.0291,43.6486,-6.065,820.964,125.269,2265.705,-1,"EntVert",284.508850097656
"100223716010478_ereg_232",-77.5725,36.596,11.585,1131.31,1335.966,1638.919,0,"Others",42.2122421264648
"100224051010478_ereg_232",-77.2389,37.4675,10.652,1121.303,495.686,2589.105,0.335,"Others",32.6642112731934
"100224119010478_ereg_231",-79.9316,36.8039,10.725,1163.156,700.548,2295.119,0.005,"UltKan",334.759124755859
"100224208010478_ereg_231",-79.9063,36.5983,11.295,1154.236,720.971,2225.123,0.645,"UltKan",326.231567382812
"100224371010661_ereg_222",-84.1817,42.1873,-3.545,843.571,181.559,2302.834,-0.778,"SpodHist",294.947570800781
"100224578010661_ereg_222",-84.2018,42.1305,-2.76,852.141,190.686,2433.989,-0.307,"SpodHist",295.171020507812
"100224626010478_ereg_231",-79.706,36.7249,10.595,1142.55,718.638,2380.706,1,"UltKan",315.878875732422
"100225046010661_ereg_222",-85.4473,42.1354,-3.705,929.171,119.3,2344.726,-0.011,"AlfInc",266.026550292969
"100225136010661_ereg_222",-85.7135,42.1727,-2.94,948.473,176.79,2376.986,-0.051,"AlfInc",282.846160888672
"100225146010478_ereg_232",-77.3542,36.9421,11.21,1172.114,936.984,2064.176,0.622,"Others",23.6161689758301
"100225219010661_ereg_212",-85.1749,44.844,-4.73,835.893,473.938,1504.955,0.835,"SpodHist",332.765228271484
"100225529010478_ereg_M221",-81.7318,37.1171,6.473,1122.19,922.828,1561.689,-0.889,"EntVert",730.568603515625
"100225624010661_ereg_212",-84.8613,44.8378,-4.985,860.38,303.455,1692.322,-0.223,"SpodHist",387.647735595703
"100225651010478_ereg_M221",-81.6332,37.0503,7.308,1161.373,685.474,2001.78,-1,"Others",963.100219726562
"100225714010478_ereg_M221",-81.4843,37.0413,7.11,1142.63,624.003,1873.394,-0.203,"Others",701.883911132812
"100225809010478_ereg_M221",-81.3718,37.2648,6.69,1048.038,826.241,1664.314,-0.01,"AlfInc",849.304138183594
"100226005010478_ereg_M221",-81.5712,37.1933,6.8,1097.281,926.575,1567.821,0,"EntVert",677.423217773438
"100226028010661_ereg_212",-85.2593,44.6551,-2.473,827.748,708.874,1255.707,0.096,"SpodHist",310.842468261719
"100226097010478_ereg_M221",-81.6752,36.9552,5.33,1129.458,793.952,1458.774,-1,"AlfInc",781.296936035156
"100226204010661_ereg_212",-84.9488,44.6105,-2.863,835.236,691.273,1220.009,-0.716,"EntVert",336.992462158203
"100226255010661_ereg_212",-85.143,44.5258,-2.445,816.673,694.401,1232.019,-0.304,"SpodHist",315.047912597656
"100226422010478_ereg_M221",-82.1582,36.6431,10.267,1105.959,1333.897,1456.788,-0.651,"Others",614.042358398438
"100226638010478_ereg_M221",-81.948,36.7479,10.992,1115.122,1163.865,1651.458,0.289,"Others",705.87841796875
"100226815010478_ereg_M221",-81.8883,36.8821,8.88,1112.298,1830.746,585.039,0,"AlfInc",869.960754394531
"100227132010478_ereg_M221",-81.6609,36.6365,6.83,1310.368,2003.462,275.372,0.288,"AlfInc",972.182006835938
"100227372010478_ereg_232",-76.854,38.1545,7.627,1101.407,915.08,1730.158,0.196,"Others",23.1595420837402
"100227608010478_ereg_M221",-82.6499,36.8938,7.577,1308.123,1672.331,671.346,0,"AlfInc",1110.76953125
"100227750010661_ereg_212",-87.7451,47.4208,-4.6,677.042,623.64,787.017,1,"EntVert",206.362014770508
"100227964010661_ereg_212",-88.1686,47.3566,-4.433,818.082,633.668,838.322,-0.771,"SpodHist",350.072784423828
"100228106010478_ereg_M221",-81.3586,36.9529,8.145,1156.915,1486.296,952.035,-0.637,"AlfInc",836.463684082031
"100228176010661_ereg_212",-88.2498,47.3805,-7.485,819.648,568.513,1314.877,-0.088,"SpodHist",385.506805419922
"100228216010478_ereg_M221",-81.1347,36.7933,7.197,1073.069,1275.454,1049.233,-0.927,"AlfInc",880.323059082031
"100228358010478_ereg_M221",-80.9257,36.865,10.28,984.15,601.806,2216.255,-1,"Others",635.064514160156
"100228393010478_ereg_M221",-81.0886,36.8613,10.715,1025.994,1171.06,1454.713,0,"Others",835.997924804688
"100228461010478_ereg_M221",-81.0135,37.0141,8.885,991.931,1148.814,1382.41,-0.011,"AlfInc",824.445922851562
"100228530010478_ereg_M221",-81.1688,37.0243,7.525,1079.746,1416.388,942.494,-0.505,"AlfInc",1150.74645996094
"100228544010661_ereg_212",-89.1714,47.9136,-6.078,743.08,499.281,856.144,0,"SpodHist",195.696838378906
"100228625010661_ereg_212",-88.7399,48.084,-3.515,720.588,284.764,665.107,0.029,"SpodHist",219.518783569336
"100228720010478_ereg_232",-76.368,36.6495,10.387,1244.81,687.814,2248.801,0,"SpodHist",19.3140201568604
"100228780010478_ereg_232",-76.3558,36.6976,11.253,1220.563,289.85,2709.04,-0.648,"Others",7.84101390838623
"100229134010661_ereg_212",-85.5791,43.9733,-6.625,885.907,103.284,2213.234,-0.464,"SpodHist",371.30712890625
"100229503010661_ereg_212",-85.7565,43.9724,-5.508,896.379,165.339,2111.265,0.92,"SpodHist",268.790496826172
"100229957010478_ereg_232",-76.5314,36.6705,9.98,1237.27,491.058,2472.913,0,"SpodHist",6.68685579299927
"100229966010661_ereg_212",-85.9703,43.9835,-2.36,895.505,431.938,1789.673,-0.995,"SpodHist",337.791107177734
"100230164010478_ereg_232",-76.4999,36.7343,9.492,1227.678,663.004,2309.838,0,"SpodHist",6.76645612716675
"100230742010661_ereg_212",-85.6216,45.0512,-3.957,798.271,212.575,1785.253,0,"AlfInc",237.227783203125
"100231386010661_ereg_222",-84.0373,42.4986,-5.047,807.832,120.121,2303.762,-0.298,"SpodHist",283.991577148438
"100231983010661_ereg_212",-85.8346,46.4564,-7.677,832.57,146.55,1596.108,0,"SpodHist",281.335357666016
"100232355010661_ereg_212",-85.4789,46.4485,-10.082,817.846,478.959,1213.665,0,"SpodHist",235.552200317383
"100232649010661_ereg_212",-85.5126,46.3865,-7.58,795.89,246.438,1442.068,0,"SpodHist",229.852645874023
"100232690010661_ereg_212",-85.3323,46.363,-7.902,811.745,519.869,1201.671,1,"SpodHist",231.226974487305
"100232990010661_ereg_212",-85.7765,46.6039,-6.713,781.54,157.664,1391.734,0,"SpodHist",250.689682006836
"100233123010661_ereg_212",-85.4043,46.6178,-8.145,857.061,217.755,1464.102,0.963,"SpodHist",230.370910644531
"100233238010661_ereg_212",-85.384,46.2868,-7.89,798.087,511.304,1174.501,0.939,"SpodHist",224.463500976562
"100233576010661_ereg_212",-85.2285,46.2181,-9.342,820.961,137.139,1896.346,0.083,"AlfInc",271.177581787109
"100233810010661_ereg_212",-85.4596,46.1395,-7.053,801.6,184.973,1809.842,0,"SpodHist",231.622512817383
"100234477010661_ereg_212",-84.8367,45.901,-7.233,754.133,813.682,866.537,-0.658,"EntVert",179.611129760742
"100234823010661_ereg_212",-85.7649,46.2127,-6.817,800.214,121.794,1734.681,0.099,"SpodHist",240.070877075195
"100235062010661_ereg_212",-85.0967,46.1332,-7.435,818.395,197.056,1841.431,0.957,"EntVert",261.149475097656
"100235240010661_ereg_212",-84.4608,45.777,-3.225,760.711,661.458,1254.609,-0.557,"AlfInc",196.794525146484
"100235417010661_ereg_212",-84.3839,45.7563,-4.965,760.339,603.993,1280.953,0.052,"EntVert",184.449096679688
"100235719010661_ereg_212",-84.9304,46.1282,-8.405,816.55,302.971,1779.466,0.487,"SpodHist",267.710876464844
"100235922010661_ereg_212",-84.7481,46.0754,-6.617,805.473,632.606,1294.654,-0.508,"EntVert",230.737487792969
"100236211010661_ereg_212",-84.8619,45.9184,-7.71,758.857,600.316,1155.465,0.162,"EntVert",180.777130126953
"100236269010661_ereg_212",-84.5614,46.0721,-6.648,807.158,314.029,1715.474,-0.754,"SpodHist",200.923324584961
"100236743010661_ereg_212",-86.2288,44.4969,-1.04,874.766,337.994,1493.969,-0.552,"SpodHist",180.852676391602
"100237093010661_ereg_212",-85.9101,44.4206,-6.793,854.773,85.967,2267.688,0,"SpodHist",260.430603027344
"100237412010661_ereg_212",-85.8578,44.184,-5.635,871.839,381.763,1814.042,-0.101,"EntVert",278.030517578125
"100237733010661_ereg_212",-87.8651,46.7092,-5.65,870.687,132.737,1687.807,0,"SpodHist",498.827392578125
"100237985010661_ereg_222",-85.1402,41.9686,-2.09,920.047,120.843,2530.764,-0.173,"AlfInc",294.590118408203
"100238229010661_ereg_222",-85.0247,42.2007,-3.01,907.812,132.823,2490.907,0,"AlfInc",283.243072509766
"100238566010661_ereg_222",-85.8228,41.8665,-2.383,959.324,184.587,2323.785,0.515,"AlfInc",272.414001464844
"100238689010661_ereg_212",-85.5153,45.5994,-5.795,803.162,366.3,1465.392,1,"EntVert",188.953109741211
"100239015010661_ereg_212",-84.8412,45.2072,-5.648,864.806,398.233,1800.864,0.494,"SpodHist",297.169555664062
"100239130010661_ereg_212",-84.8667,45.1457,-5.747,886.655,451.121,1664.553,-0.446,"SpodHist",358.60302734375
"100239213010661_ereg_212",-85.3256,45.2905,-1.9,828.659,252.791,1229.958,0,"AlfInc",193.242340087891
"100239295010661_ereg_212",-84.7186,45.7543,-5.435,768.337,554.986,1218.207,0.801,"EntVert",201.431503295898
"100239460010661_ereg_212",-84.2967,45.6108,-3.492,766.208,608.393,1197.555,-0.271,"EntVert",212.458862304688
